Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,No,Travel_Rarely,796.0,Research & Development,12.0,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,1,No,11,3,2,0,15,2,2,14,8,7,8
55.0,No,Non-Travel,444.0,Research & Development,2.0,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
43.0,No,Travel_Rarely,415.0,Sales,25.0,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
20.0,Yes,Travel_Frequently,769.0,Sales,9.0,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21.0,Yes,Travel_Rarely,1334.0,Research & Development,10.0,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
46.0,No,Travel_Rarely,1003.0,Research & Development,8.0,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51.0,Yes,Travel_Rarely,1323.0,Research & Development,4.0,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28.0,Yes,Non-Travel,1366.0,Research & Development,24.0,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
26.0,No,Travel_Rarely,192.0,Research & Development,1.0,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
30.0,No,Travel_Rarely,1176.0,Research & Development,20.0,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,1,No,15,3,3,1,7,1,2,6,2,0,2
41.0,No,Travel_Rarely,509.0,Research & Development,7.0,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
38.0,No,Travel_Rarely,330.0,Research & Development,17.0,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,1,No,18,3,1,1,20,4,2,19,9,1,9
40.0,No,Travel_Rarely,1492.0,Research & Development,20.0,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
27.0,No,Non-Travel,1277.0,Research & Development,8.0,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
55.0,No,Travel_Frequently,1091.0,Research & Development,2.0,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
28.0,No,Travel_Rarely,857.0,Research & Development,10.0,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
44.0,Yes,Travel_Rarely,1376.0,Human Resources,1.0,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
33.0,No,Travel_Rarely,654.0,Research & Development,5.0,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
35.0,Yes,Travel_Rarely,1204.0,Sales,4.0,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,1,Yes,22,4,1,0,9,2,3,8,7,4,7
33.0,Yes,Travel_Frequently,827.0,Research & Development,29.0,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
28.0,No,Travel_Rarely,895.0,Research & Development,15.0,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
34.0,No,Travel_Frequently,618.0,Research & Development,3.0,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,1,No,17,3,3,0,7,1,2,6,2,0,4
37.0,No,Travel_Rarely,309.0,Sales,10.0,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25.0,Yes,Travel_Rarely,1219.0,Research & Development,4.0,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26.0,Yes,Travel_Rarely,1330.0,Research & Development,21.0,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
33.0,Yes,Travel_Rarely,1017.0,Research & Development,25.0,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42.0,No,Travel_Rarely,469.0,Research & Development,2.0,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,1,No,17,3,4,1,23,3,3,22,6,13,7
28.0,Yes,Travel_Frequently,1009.0,Research & Development,1.0,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
50.0,Yes,Travel_Frequently,959.0,Sales,1.0,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33.0,No,Travel_Frequently,970.0,Sales,7.0,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,1,No,17,3,3,1,4,3,3,3,2,0,2
34.0,No,Non-Travel,697.0,Research & Development,3.0,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
48.0,No,Non-Travel,1262.0,Research & Development,1.0,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
45.0,No,Non-Travel,1050.0,Sales,9.0,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
52.0,No,Travel_Rarely,994.0,Research & Development,7.0,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
38.0,No,Travel_Rarely,770.0,Sales,10.0,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,1,Yes,14,3,2,2,9,2,3,8,7,2,7
29.0,No,Travel_Rarely,1107.0,Research & Development,28.0,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
28.0,No,Travel_Rarely,950.0,Research & Development,3.0,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,1,No,17,3,2,3,10,3,2,9,7,1,7
46.0,No,Travel_Rarely,406.0,Sales,3.0,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
38.0,No,Travel_Rarely,130.0,Sales,2.0,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
43.0,No,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
39.0,Yes,Travel_Frequently,203.0,Research & Development,2.0,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
40.0,No,Travel_Rarely,1308.0,Research & Development,14.0,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
21.0,No,Travel_Rarely,984.0,Research & Development,1.0,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39.0,No,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
36.0,No,Non-Travel,217.0,Research & Development,18.0,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
31.0,No,Travel_Frequently,793.0,Sales,20.0,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,1,No,12,3,1,1,3,4,3,2,2,2,2
28.0,No,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,1,No,17,3,1,0,6,2,1,5,3,0,4
35.0,No,Travel_Frequently,1182.0,Sales,11.0,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
49.0,No,Travel_Rarely,174.0,Sales,8.0,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
34.0,No,Travel_Frequently,1003.0,Research & Development,2.0,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
29.0,No,Travel_Frequently,490.0,Research & Development,10.0,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,1,No,14,3,4,2,8,2,2,7,5,1,1
42.0,No,Travel_Rarely,188.0,Research & Development,29.0,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
29.0,No,Travel_Rarely,718.0,Research & Development,8.0,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38.0,No,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
28.0,No,Travel_Frequently,773.0,Research & Development,6.0,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18.0,Yes,Non-Travel,247.0,Research & Development,8.0,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
33.0,Yes,Travel_Rarely,603.0,Sales,9.0,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,1,Yes,17,3,1,0,6,3,3,5,2,0,3
41.0,No,Travel_Rarely,167.0,Research & Development,12.0,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31.0,Yes,Travel_Frequently,874.0,Research & Development,15.0,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
37.0,No,Travel_Rarely,367.0,Research & Development,25.0,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
27.0,No,Travel_Rarely,199.0,Research & Development,6.0,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
34.0,No,Travel_Rarely,1400.0,Sales,9.0,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
35.0,No,Travel_Rarely,528.0,Human Resources,8.0,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
29.0,Yes,Travel_Rarely,408.0,Sales,23.0,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
40.0,No,Travel_Frequently,593.0,Research & Development,9.0,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
42.0,Yes,Travel_Frequently,481.0,Sales,12.0,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,1,Yes,12,3,2,0,22,2,2,21,9,13,14
42.0,No,Travel_Rarely,647.0,Sales,4.0,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
35.0,No,Travel_Rarely,982.0,Research & Development,1.0,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
24.0,No,Travel_Rarely,477.0,Research & Development,24.0,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
28.0,Yes,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26.0,No,Travel_Rarely,1384.0,Research & Development,3.0,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
30.0,No,Travel_Rarely,852.0,Sales,10.0,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
40.0,No,Travel_Frequently,902.0,Research & Development,26.0,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35.0,No,Travel_Rarely,819.0,Research & Development,2.0,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
34.0,No,Travel_Frequently,669.0,Research & Development,1.0,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,1,No,20,4,3,0,14,3,3,13,9,4,9
35.0,No,Travel_Frequently,636.0,Research & Development,4.0,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
43.0,Yes,Travel_Rarely,1372.0,Sales,9.0,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
32.0,No,Non-Travel,862.0,Sales,2.0,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
56.0,No,Travel_Rarely,718.0,Research & Development,4.0,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
29.0,No,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
19.0,No,Travel_Rarely,645.0,Research & Development,9.0,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
45.0,No,Travel_Rarely,1457.0,Research & Development,7.0,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37.0,No,Travel_Rarely,977.0,Research & Development,1.0,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
20.0,No,Travel_Rarely,805.0,Research & Development,3.0,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
44.0,Yes,Travel_Rarely,1097.0,Research & Development,10.0,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53.0,No,Travel_Rarely,1223.0,Research & Development,7.0,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
29.0,No,Travel_Rarely,942.0,Research & Development,15.0,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,1,Yes,18,3,1,1,6,2,2,5,4,1,3
22.0,Yes,Travel_Frequently,1256.0,Research & Development,3.0,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,1,Yes,11,3,2,1,1,5,3,0,0,0,0
46.0,No,Travel_Rarely,1402.0,Sales,2.0,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
44.0,No,Non-Travel,111.0,Research & Development,17.0,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
33.0,No,Travel_Rarely,147.0,Human Resources,2.0,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
41.0,Yes,Non-Travel,906.0,Research & Development,5.0,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
30.0,No,Travel_Rarely,1329.0,Sales,29.0,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
40.0,No,Travel_Frequently,1184.0,Sales,2.0,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
50.0,No,Travel_Frequently,1421.0,Research & Development,2.0,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
28.0,No,Travel_Rarely,1179.0,Research & Development,19.0,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
46.0,No,Travel_Rarely,1450.0,Research & Development,15.0,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
35.0,No,Travel_Rarely,1361.0,Sales,17.0,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24.0,Yes,Travel_Rarely,984.0,Research & Development,17.0,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
33.0,No,Travel_Frequently,1146.0,Sales,25.0,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
36.0,No,Travel_Rarely,917.0,Research & Development,6.0,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
30.0,No,Travel_Rarely,853.0,Research & Development,7.0,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
44.0,No,Travel_Rarely,200.0,Research & Development,29.0,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
20.0,No,Travel_Rarely,654.0,Sales,21.0,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
46.0,No,Travel_Rarely,150.0,Research & Development,2.0,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
42.0,No,Non-Travel,179.0,Human Resources,2.0,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
60.0,No,Travel_Rarely,696.0,Sales,7.0,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,1,Yes,18,3,2,1,12,3,3,11,7,1,9
32.0,No,Travel_Frequently,116.0,Research & Development,13.0,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
32.0,No,Travel_Frequently,1316.0,Research & Development,2.0,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36.0,No,Travel_Rarely,363.0,Research & Development,1.0,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33.0,No,Travel_Rarely,117.0,Research & Development,9.0,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,1,No,13,3,2,1,15,5,3,14,10,4,10
40.0,No,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
25.0,No,Travel_Rarely,1356.0,Sales,10.0,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,1,No,14,3,2,0,5,4,3,4,3,1,1
30.0,No,Travel_Rarely,1465.0,Research & Development,1.0,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,1,Yes,21,4,1,1,12,2,3,11,9,5,7
42.0,No,Travel_Frequently,458.0,Research & Development,26.0,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35.0,No,Non-Travel,1212.0,Sales,8.0,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27.0,No,Travel_Rarely,1103.0,Research & Development,14.0,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54.0,No,Travel_Frequently,966.0,Research & Development,1.0,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
44.0,No,Travel_Rarely,1117.0,Research & Development,2.0,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7
19.0,Yes,Non-Travel,504.0,Research & Development,10.0,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29.0,No,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2
54.0,No,Travel_Rarely,685.0,Research & Development,3.0,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9
31.0,No,Travel_Rarely,1332.0,Research & Development,11.0,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31.0,No,Travel_Rarely,1062.0,Research & Development,24.0,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8
59.0,No,Travel_Rarely,326.0,Sales,3.0,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5
43.0,No,Travel_Rarely,920.0,Research & Development,3.0,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7
49.0,No,Travel_Rarely,1098.0,Research & Development,4.0,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
36.0,No,Travel_Frequently,469.0,Research & Development,3.0,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
48.0,No,Travel_Rarely,969.0,Research & Development,2.0,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0
27.0,No,Travel_Rarely,1167.0,Research & Development,4.0,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3
29.0,No,Travel_Rarely,1329.0,Research & Development,7.0,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48.0,No,Travel_Rarely,715.0,Research & Development,1.0,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0
29.0,No,Travel_Rarely,694.0,Research & Development,1.0,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7
34.0,No,Travel_Rarely,1320.0,Research & Development,20.0,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,1,No,17,3,4,0,2,5,2,1,0,0,0
44.0,No,Travel_Rarely,1099.0,Sales,5.0,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10
33.0,No,Travel_Rarely,536.0,Sales,10.0,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,1,Yes,14,3,4,2,10,3,3,9,8,0,8
19.0,No,Travel_Rarely,265.0,Research & Development,25.0,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23.0,No,Travel_Rarely,373.0,Research & Development,1.0,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1
25.0,Yes,Travel_Frequently,599.0,Sales,24.0,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26.0,No,Travel_Rarely,583.0,Research & Development,4.0,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45.0,Yes,Travel_Rarely,1449.0,Sales,2.0,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11
55.0,No,Non-Travel,177.0,Research & Development,8.0,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21.0,Yes,Travel_Frequently,251.0,Research & Development,10.0,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2
46.0,No,Travel_Rarely,168.0,Sales,4.0,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8
34.0,No,Travel_Rarely,131.0,Sales,2.0,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,1,Yes,12,3,4,0,4,3,3,3,2,0,2
51.0,No,Travel_Frequently,237.0,Sales,9.0,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59.0,No,Travel_Rarely,1429.0,Research & Development,18.0,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4
